date,boundary_label,boundary_label_available,boundary_extent_ratio,label_source,label_confidence,boundary_zone_name
2022-01-01,0.0,1.0,0.0107015457788347,DLR_GWP_P1D_real_raster_proxy,0.3571428571428571,wusongkou_aoi_boundary_proxy
2022-01-08,0.0,1.0,0.0107015457788347,DLR_GWP_P1D_real_raster_proxy,0.3571428571428571,wusongkou_aoi_boundary_proxy
2022-01-15,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2022-01-22,0.0,1.0,0.0154577883472057,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2022-02-07,0.0,1.0,0.0130796670630202,DLR_GWP_P1D_real_raster_proxy,0.2142857142857143,wusongkou_aoi_boundary_proxy
2022-02-14,0.0,1.0,0.0059453032104637,DLR_GWP_P1D_real_raster_proxy,0.6428571428571428,wusongkou_aoi_boundary_proxy
2022-02-21,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2022-06-12,1.0,1.0,0.0249702734839476,DLR_GWP_P1D_real_raster_proxy,0.5,wusongkou_aoi_boundary_proxy
2022-06-19,1.0,1.0,0.0261593341260404,DLR_GWP_P1D_real_raster_proxy,0.5714285714285714,wusongkou_aoi_boundary_proxy
2022-09-08,1.0,1.0,0.0225921521997621,DLR_GWP_P1D_real_raster_proxy,0.357142857142857,wusongkou_aoi_boundary_proxy
2022-09-15,1.0,1.0,0.0202140309155766,DLR_GWP_P1D_real_raster_proxy,0.2142857142857143,wusongkou_aoi_boundary_proxy
2022-09-22,1.0,1.0,0.0178359096313912,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2022-09-29,0.0,1.0,0.0107015457788347,DLR_GWP_P1D_real_raster_proxy,0.3571428571428571,wusongkou_aoi_boundary_proxy
2022-10-08,0.0,1.0,0.0071343638525564,DLR_GWP_P1D_real_raster_proxy,0.5714285714285714,wusongkou_aoi_boundary_proxy
2022-10-15,1.0,1.0,0.0249702734839476,DLR_GWP_P1D_real_raster_proxy,0.5,wusongkou_aoi_boundary_proxy
2022-11-02,0.0,1.0,0.0154577883472057,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2022-11-09,0.0,1.0,0.0095124851367419,DLR_GWP_P1D_real_raster_proxy,0.4285714285714286,wusongkou_aoi_boundary_proxy
2022-11-16,1.0,1.0,0.0237812128418549,DLR_GWP_P1D_real_raster_proxy,0.4285714285714286,wusongkou_aoi_boundary_proxy
2022-11-23,1.0,1.0,0.0190249702734839,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2022-11-30,1.0,1.0,0.0214030915576694,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2022-12-07,0.0,1.0,0.0154577883472057,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2022-12-14,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2022-12-21,0.0,1.0,0.0130796670630202,DLR_GWP_P1D_real_raster_proxy,0.2142857142857143,wusongkou_aoi_boundary_proxy
2022-12-28,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-01-04,1.0,1.0,0.0178359096313912,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-01-11,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2023-01-18,0.0,1.0,0.0011890606420927,DLR_GWP_P1D_real_raster_proxy,0.9285714285714286,wusongkou_aoi_boundary_proxy
2023-01-25,1.0,1.0,0.0225921521997621,DLR_GWP_P1D_real_raster_proxy,0.357142857142857,wusongkou_aoi_boundary_proxy
2023-02-01,0.0,1.0,0.0083234244946492,DLR_GWP_P1D_real_raster_proxy,0.5,wusongkou_aoi_boundary_proxy
2023-02-08,0.0,1.0,0.0047562425683709,DLR_GWP_P1D_real_raster_proxy,0.7142857142857143,wusongkou_aoi_boundary_proxy
2023-02-15,1.0,1.0,0.0190249702734839,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-02-22,0.0,1.0,0.0130796670630202,DLR_GWP_P1D_real_raster_proxy,0.2142857142857143,wusongkou_aoi_boundary_proxy
2023-03-01,0.0,1.0,0.0071343638525564,DLR_GWP_P1D_real_raster_proxy,0.5714285714285714,wusongkou_aoi_boundary_proxy
2023-03-08,0.0,1.0,0.0023781212841854,DLR_GWP_P1D_real_raster_proxy,0.8571428571428572,wusongkou_aoi_boundary_proxy
2023-03-15,1.0,1.0,0.0190249702734839,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-03-22,1.0,1.0,0.0225921521997621,DLR_GWP_P1D_real_raster_proxy,0.357142857142857,wusongkou_aoi_boundary_proxy
2023-03-29,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-04-05,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-04-12,0.0,1.0,0.0023781212841854,DLR_GWP_P1D_real_raster_proxy,0.8571428571428572,wusongkou_aoi_boundary_proxy
2023-04-19,0.0,1.0,0.0047562425683709,DLR_GWP_P1D_real_raster_proxy,0.7142857142857143,wusongkou_aoi_boundary_proxy
2023-04-26,0.0,1.0,0.0095124851367419,DLR_GWP_P1D_real_raster_proxy,0.4285714285714286,wusongkou_aoi_boundary_proxy
2023-05-03,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2023-05-10,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-05-17,0.0,1.0,0.0130796670630202,DLR_GWP_P1D_real_raster_proxy,0.2142857142857143,wusongkou_aoi_boundary_proxy
2023-05-24,1.0,1.0,0.0166468489892984,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-05-31,0.0,1.0,0.0130796670630202,DLR_GWP_P1D_real_raster_proxy,0.2142857142857143,wusongkou_aoi_boundary_proxy
2023-06-07,0.0,1.0,0.0095124851367419,DLR_GWP_P1D_real_raster_proxy,0.4285714285714286,wusongkou_aoi_boundary_proxy
2023-06-14,1.0,1.0,0.0225921521997621,DLR_GWP_P1D_real_raster_proxy,0.357142857142857,wusongkou_aoi_boundary_proxy
2023-06-21,1.0,1.0,0.0249702734839476,DLR_GWP_P1D_real_raster_proxy,0.5,wusongkou_aoi_boundary_proxy
2023-06-28,1.0,1.0,0.0237812128418549,DLR_GWP_P1D_real_raster_proxy,0.4285714285714286,wusongkou_aoi_boundary_proxy
2023-07-05,1.0,1.0,0.0190249702734839,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-07-12,1.0,1.0,0.0178359096313912,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-07-19,1.0,1.0,0.0297265160523186,DLR_GWP_P1D_real_raster_proxy,0.7857142857142857,wusongkou_aoi_boundary_proxy
2023-07-26,1.0,1.0,0.0190249702734839,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-08-02,1.0,1.0,0.0190249702734839,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-08-09,1.0,1.0,0.0214030915576694,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2023-08-16,0.0,1.0,0.0154577883472057,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-08-23,1.0,1.0,0.0166468489892984,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-08-30,1.0,1.0,0.0178359096313912,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-09-06,1.0,1.0,0.0166468489892984,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-09-13,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-09-20,0.0,1.0,0.0107015457788347,DLR_GWP_P1D_real_raster_proxy,0.3571428571428571,wusongkou_aoi_boundary_proxy
2023-09-28,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2023-10-05,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2023-10-12,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-10-19,1.0,1.0,0.0166468489892984,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-10-26,0.0,1.0,0.0107015457788347,DLR_GWP_P1D_real_raster_proxy,0.3571428571428571,wusongkou_aoi_boundary_proxy
2023-11-02,0.0,1.0,0.0118906064209274,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2023-11-09,1.0,1.0,0.0214030915576694,DLR_GWP_P1D_real_raster_proxy,0.2857142857142857,wusongkou_aoi_boundary_proxy
2023-11-16,1.0,1.0,0.0166468489892984,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
2023-11-23,0.0,1.0,0.0083234244946492,DLR_GWP_P1D_real_raster_proxy,0.5,wusongkou_aoi_boundary_proxy
2023-11-30,0.0,1.0,0.0130796670630202,DLR_GWP_P1D_real_raster_proxy,0.2142857142857143,wusongkou_aoi_boundary_proxy
2023-12-07,0.0,1.0,0.0142687277051129,DLR_GWP_P1D_real_raster_proxy,0.15,wusongkou_aoi_boundary_proxy
